CÓDIGO MRV;Código Krona;Código Tigre;Código Amanco;Descrição Curta;Descrição Longa;UMP;Embalagem Padrão;PR;SC;RS;MT;MS;GO;DF
1101300;422;22140850;11648;"JOELHO PVC RIG PRED;45GR;AG FR;SOLD;85MM";"JOELHO PVC RIGIDO PREDIAL;ANGULO:45GR;APLICACAO:AGUA FRIA;CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:85MM;DADOS EXTRAS:CONFORME NORMA:NBR 5648;COR:MARROM;NORMA:NBR 5648";UN;;68,476;68,476;68,476;68,476;68,476;68,476;68,476
1101301;423;22141031;10011;"JOELHO PVC RIG PRED;45GR;AG FR;110MM";"JOELHO PVC RIGIDO PREDIAL;ANGULO:45GR;APLICACAO:AGUA FRIA;CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:110MM;DADOS EXTRAS:CONFORME NORMA: NBR 5648;COR: MARROM;NORMA:NBR 5648";UN;;130,759;130,759;130,759;130,759;130,759;130,759;130,759
1101302;424;22150200;11670;"JOELHO PVC RIG PRED;90GR;AG FR;SOLD;20MM";"JOELHO PVC RIGIDO PREDIAL;ANGULO:90GR;APLICACAO:AGUA FRIA;CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:20MM;DADOS EXTRAS:EQUIVALENCIA MERCADO: 1/2POL;COR: MARROM;CONFORME NORMA: NBR 5648;CLASSE PRESSAO: 7,50KGF/CM2;NORMA:NBR 5648";UN;;0,322;0,322;0,322;0,322;0,322;0,309;0,309
1101303;425;22150251;11671;"JOELHO PVC RIG PRED;90GR;AG FR;SOLD;25MM";"JOELHO PVC RIGIDO PREDIAL;ANGULO:90GR;APLICACAO:AGUA FRIA;CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:25MM;DADOS EXTRAS:COR:MARROM;RAIO:CURTO;DIMENSAO CONFORME NORMA:ABNT NBR 5648;CLASSE PRESSAO:7,50KGF/CM2;NORMA:NBR 5648";UN;;0,449;0,449;0,449;0,449;0,449;0,408;0,408
1101304;426;22150324;11672;"JOELHO PVC RIG PRED;90GR;AG FR;SOLD;32MM";"JOELHO PVC RIGIDO PREDIAL;ANGULO:90GR;APLICACAO:AGUA FRIA;CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:32MM;DADOS EXTRAS:COR: MARROM;CONFORME NORMA:NBR 5626;CLASSE:7,5KGF/CM2;NORMA:NBR 5648";UN;;1,356;1,356;1,356;1,356;1,356;1,356;1,356
1101305;427;22150405;11673;"JOELHO PVC RIG PRED;90GR;AG FR;SOLD;40MM";"JOELHO PVC RIGIDO PREDIAL;ANGULO:90GR;APLICACAO:AGUA FRIA;CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:40MM;DADOS EXTRAS:COR:MARROM;CONFORME NORMA:NBR 5648;CLASSE PRESSAO:7,50KGF/CM2;NORMA:NBR 5648";UN;;2,95;2,95;2,95;2,95;2,95;2,825;2,825
1101306;428;22150502;11674;"JOELHO PVC RIG PRED;90GR;AG FR;SOLD;50MM";"JOELHO PVC RIGIDO PREDIAL;ANGULO:90GR;APLICACAO:AGUA FRIA;CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:50MM;DADOS EXTRAS:COR:MARROM;RAIO:CURTO;DIMENSAO CONFORME NORMA:ABNT NBR 5648;CLASSE PRESSAO:7,50KGF/CM2;NORMA:NBR 5648";UN;;2,456;2,456;2,456;2,456;2,456;2,456;2,456
1101307;429;22150600;11675;"JOELHO PVC RIG PRED;90GR;AG FR;SOLD;60MM";"JOELHO PVC RIGIDO PREDIAL;ANGULO:90GR;APLICACAO:AGUA FRIA;CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:60MM;DADOS EXTRAS:NORMA:NBR 5648";UN;;12,481;12,481;12,481;12,481;12,481;12,481;12,481
1101308;430;22150758;11676;"JOELHO PVC RIG PRED;90GR;AG FR;SOLD;75MM";"JOELHO PVC RIGIDO PREDIAL;ANGULO:90GR;APLICACAO:AGUA FRIA;CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:75MM;DADOS EXTRAS:COR:MARROM;EXTREMIDADE ENCAIXE PADRAO;DIMENSIONAL P/TUBO;NORMA:ABNT NBR 5648;CLASSE:7,5KGF/CM2;NORMA:NBR 5648";UN;;54,193;54,193;54,193;54,193;54,193;52,036;52,036
1101309;431;22150855;11677;"JOELHO PVC RIG PRED;90GR;AG FR;SOLD;85MM";"JOELHO PVC RIGIDO PREDIAL;ANGULO:90GR;APLICACAO:AGUA FRIA;CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:85MM;DADOS EXTRAS:COR: MARROM;CONFORME NORMA: NBR 5648;NORMA:NBR 5648";UN;;90,404;90,404;90,404;90,404;90,404;79,534;79,534
1101310;432;22151037;10008;"JOELHO PVC RIG PRED;90GR;AG FR;110MM";"JOELHO PVC RIGIDO PREDIAL;ANGULO:90GR;APLICACAO:AGUA FRIA;CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:110MM;DADOS EXTRAS:NORMA:NBR 5648";UN;;170,679;170,679;170,679;170,679;170,679;170,679;170,679
1101312;485;35427821;11683;"JOELHO PVC RIG PRED;90GR;25MMX1/2BSP";"JOELHO PVC RIGIDO PREDIAL;ANGULO:90GR;APLICACAO:AGUA FRIA;CONEXAO:SOLDAVEL/ROSCAVEL;DIAMETRO/ROSCA:25MMX1/2BSP;DADOS EXTRAS:NORMA:NBR 5648";UN;;0,842;0,842;0,842;0,842;0,842;0,808;0,808
1101313;486;35427872;98884;"JOELHO PVC RIG PRED;90GR;32MMX3/4BSP";"JOELHO PVC RIGIDO PREDIAL;ANGULO:90GR;APLICACAO:AGUA FRIA;CONEXAO:SOLDAVEL/ROSCAVEL;DIAMETRO/ROSCA:32MMX3/4BSP;DADOS EXTRAS:COR: MARROM;CONFORME NORMA: NBR 5648.";UN;;6,31;6,31;6,31;6,31;6,31;6,054;6,054
1101314;433;22166662;11663;"JOELHO RED PVC RIG PRED;90GR;25X20MM";"JOELHO REDUCAO PVC RIGIDO PREDIAL;ANGULO:90GR;APLICACAO:AGUA FRIA;CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:25X20MM;BUCHA LATAO:S/ BUCHA LATAO;DADOS EXTRAS:COR: MARROM;CONFORME NORMA: NBR5648;NORMA:NBR 5648";UN;;1,881;1,881;1,881;1,881;1,881;1,803;1,803
1101315;444;22172107;18386;"LUVA CORR PVC RIG PRED;AG FR;20MM";"LUVA CORRER PVC RIGIDO PREDIAL;APLICACAO:AGUA FRIA;CONEXAO:P/TUBO SOLDAVEL;DIAMETRO:20MM;DADOS EXTRAS:COR:MARROM;NORMA:ABNT NBR 5648;CLASSE:7,5KGF/CM2;NORMA:NBR 5648";UN;;4,296;4,296;4,296;4,296;4,296;4,296;4,296
1101316;445;22172204;18390;"LUVA CORR PVC RIG PRED;AG FR;25MM";"LUVA CORRER PVC RIGIDO PREDIAL;APLICACAO:AGUA FRIA;CONEXAO:P/TUBO SOLDAVEL;DIAMETRO:25MM;DADOS EXTRAS:COR:MARROM;NORMA:NBR 5648";UN;;5,114;5,114;5,114;5,114;5,114;4,911;4,911
1101317;446;22172239;18400;"LUVA CORR PVC RIG PRED;AG FR;32MM";"LUVA CORRER PVC RIGIDO PREDIAL;APLICACAO:AGUA FRIA;CONEXAO:P/TUBO SOLDAVEL;DIAMETRO:32MM;DADOS EXTRAS:COR:MARROM;CLASSE:7,5KGF/CM2;NORMA:ABNT NBR 5648;NORMA:NBR 5648";UN;;10,433;10,433;10,433;10,433;10,433;10,088;10,088
1101318;447;22172263;18403;"LUVA CORR PVC RIG PRED;AG FR;40MM";"LUVA CORRER PVC RIGIDO PREDIAL;APLICACAO:AGUA FRIA;CONEXAO:P/TUBO SOLDAVEL;DIAMETRO:40MM;DADOS EXTRAS:COR:MARROM;NORMA:ABNT NBR 5648;CLASSE:7,5KGF/CM2;NORMA:NBR 5648";UN;;11,903;11,903;11,903;11,903;11,903;11,432;11,432
1101319;448;22172301;18406;"LUVA CORR PVC RIG PRED;AG FR;50MM";"LUVA CORRER PVC RIGIDO PREDIAL;APLICACAO:AGUA FRIA;CONEXAO:P/TUBO SOLDAVEL;DIAMETRO:50MM;DADOS EXTRAS:COR:MARROM;CLASSE 7,50KGF/CM2;NORMA:ABNT NBR 5648;NORMA:NBR 5648";UN;;13,309;13,309;13,309;13,309;13,309;12,782;12,782
1101320;449;22172352;18500;"LUVA CORR PVC RIG PRED;AG FR;60MM";"LUVA CORRER PVC RIGIDO PREDIAL;APLICACAO:AGUA FRIA;CONEXAO:P/TUBO SOLDAVEL;DIAMETRO:60MM;DADOS EXTRAS:NORMA:NBR 5648";UN;;22,835;22,835;22,835;22,835;22,835;21,925;21,925
1101323;589;22187546;98892;"LUVA RED PVC RIG PRED;AG FR;110X75MM";"LUVA REDUCAO PVC RIGIDO PREDIAL;APLICACAO:AGUA FRIA;CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:110X75MM;FLANGE:S/ FLANGE;DADOS EXTRAS:NORMA:NBR 5648";UN;;19,291;19,291;19,291;19,291;19,291;19,291;19,291
1101324;450;22186663;11729;"LUVA RED PVC RIG PRED;AG FR;SOLD;25X20MM";"LUVA REDUCAO PVC RIGIDO PREDIAL;APLICACAO:AGUA FRIA;CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:25X20MM;FLANGE:S/ FLANGE;DADOS EXTRAS:NORMA:NBR 5648";UN;;0,937;0,937;0,937;0,937;0,937;0,901;0,901
1101325;451;22186760;11730;"LUVA RED PVC RIG PRED;AG FR;SOLD;32X25MM";"LUVA REDUCAO PVC RIGIDO PREDIAL;APLICACAO:AGUA FRIA;CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:32X25MM;FLANGE:S/ FLANGE;DADOS EXTRAS:NORMA:NBR 5648";UN;;2,181;2,181;2,181;2,181;2,181;1,882;1,882
1101326;452;22186833;98888;"LUVA RED PVC RIG PRED;AG FR;SOLD;40X32MM";"LUVA REDUCAO PVC RIGIDO PREDIAL;APLICACAO:AGUA FRIA;CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:40X32MM;FLANGE:S/ FLANGE;DADOS EXTRAS:NORMA:NBR 5648";UN;;2,367;2,367;2,367;2,367;2,367;2,357;2,357
1101328;588;22187279;98891;"LUVA RED PVC RIG PRED;AG FR;SOLD;75X60MM";"LUVA REDUCAO PVC RIGIDO PREDIAL;APLICACAO:AGUA FRIA;CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:75X60MM;FLANGE:S/ FLANGE;DADOS EXTRAS:NORMA:NBR 5648";UN;;19,208;19,208;19,208;19,208;19,208;16,186;16,186
1101329;435;22170201;11742;"LUVA PVC RIG PRED;AG FR;SOLD;20MM";"LUVA PVC RIGIDO PREDIAL;APLICACAO:AGUA FRIA;CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:20MM;DADOS EXTRAS:EQUIVALENCIA MERCADO:1/2POL;NORMA:ABNT NBR 5648;COR:MARROM;EXTREMIDADE ENCAIXE PADRAO  DIMENSIONAL P/TUBO;CLASSE:7,5KGF/CM2;NORMA:NBR 5648";UN;;0,31;0,31;0,31;0,31;0,31;0,336;0,336
1101330;436;22170252;11743;"LUVA PVC RIG PRED;AG FR;SOLD;25MM";"LUVA PVC RIGIDO PREDIAL;APLICACAO:AGUA FRIA;CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:25MM;DADOS EXTRAS:COR:MARROM;NORMA:NBR 5648;NORMA:NBR 5648";UN;;0,418;0,418;0,418;0,418;0,418;0,418;0,418
1101331;437;22170325;11744;"LUVA PVC RIG PRED;AG FR;SOLD;32MM";"LUVA PVC RIGIDO PREDIAL;APLICACAO:AGUA FRIA;CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:32MM;DADOS EXTRAS:NORMA:NBR 5648";UN;;1,056;1,056;1,056;1,056;1,056;1,141;1,141
1101332;438;22170406;11745;"LUVA PVC RIG PRED;AG FR;SOLD;40MM";"LUVA PVC RIGIDO PREDIAL;APLICACAO:AGUA FRIA;CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:40MM;DADOS EXTRAS:NORMA:ABNT NBR 5648;COR:MARROM;EXTREMIDADE ENCAIXE PADRAO DIMENSIONAL P/TUBO;CLASSE:7,5KGF/CM2;NORMA:NBR 5648";UN;;2,384;2,384;2,384;2,384;2,384;2,29;2,29
1101333;439;22170511;11746;"LUVA PVC RIG PRED;AG FR;SOLD;50MM";"LUVA PVC RIGIDO PREDIAL;APLICACAO:AGUA FRIA;CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:50MM;DADOS EXTRAS:NORMA:ABNT NBR 5648;COR:MARROM;PRESSAO SERVICO MAXIMO:750 KPA(7,50KGF/CM2)/(75M.C.A.);NORMA:NBR 5648";UN;;1,793;1,793;1,793;1,793;1,793;1,884;1,884
1101334;440;22170600;11747;"LUVA PVC RIG PRED;AG FR;SOLD;60MM";"LUVA PVC RIGIDO PREDIAL;APLICACAO:AGUA FRIA;CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:60MM;DADOS EXTRAS:NORMA:ABNT NBR 5647;CLASSE:7,5KGF/CM2;COR:MARROM;EXTREMIDADE ENCAIXE:PADRAO;NORMA:NBR 5648";UN;;6,593;6,593;6,593;6,593;6,593;6,593;6,593
1101335;441;22170759;11748;"LUVA PVC RIG PRED;AG FR;SOLD;75MM";"LUVA PVC RIGIDO PREDIAL;APLICACAO:AGUA FRIA;CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:75MM;DADOS EXTRAS:NORMA:ABNT NBR 5648;COR:MARROM;NORMA:NBR 5648";UN;;13,336;13,336;13,336;13,336;13,336;12,777;12,777
1101336;442;22170856;11749;"LUVA PVC RIG PRED;AG FR;SOLD;85MM";"LUVA PVC RIGIDO PREDIAL;APLICACAO:AGUA FRIA;CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:85MM;DADOS EXTRAS:NORMA:ABNT NBR 5648;COR:MARROM;CLASSE:7,5KGF/CM2;NORMA:NBR 5648";UN;;43,648;43,648;43,648;43,648;43,648;29,672;29,672
1101337;443;22171038;10017;"LUVA PVC RIG PRED;AG FR;SOLD;110MM";"LUVA PVC RIGIDO PREDIAL;APLICACAO:AGUA FRIA;CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:110MM;DADOS EXTRAS:SIMPLES;COR:MARROM;NORMA:NBR 5648";UN;;89,03;89,03;89,03;89,03;89,03;58,613;58,613
1101338;487;35447784;11753;"LUVA PVC RIG PRED;AG FR;20MMX1/2BSP";"LUVA PVC RIGIDO PREDIAL;APLICACAO:AGUA FRIA;CONEXAO:SOLDAVEL/ROSCAVEL;DIAMETRO/ROSCA:20MMX1/2BSP;DADOS EXTRAS:NORMA:ABNT NBR 5648;CLASSE:7,5KGF/CM2;COR:MARROM";UN;;0,67;0,67;0,67;0,67;0,67;0,644;0,644
1101341;490;35447881;11954;"LUVA PVC RIG PRED;AG FR;32MMX1BSP";"LUVA PVC RIGIDO PREDIAL;APLICACAO:AGUA FRIA;CONEXAO:SOLDAVEL/ROSCAVEL;DIAMETRO/ROSCA:32MMX1BSP;DADOS EXTRAS:COR:MARROM;CCB;NORMA MATERIAL:NBR 5648";UN;;2,917;2,917;2,917;2,917;2,917;2,799;2,799
1101345;540;27958001;11792;"VALVULA ESFERA;SW 20MM";"VALVULA ESFERA;CONEXAO:SW 20MM;DADOS EXTRAS:MATERIAL:PVC;(VS);NORMA:NBR 5658/5626";UN;;3,137;3,137;3,137;3,137;3,137;3,103;3,103
1101346;541;27958028;11793;"VALVULA ESFERA;SW 25MM";"VALVULA ESFERA;CONEXAO:SW 25MM;DADOS EXTRAS:MATERIAL:PVC;(VS);NORMA:NBR 5658/5626";UN;;3,327;3,327;3,327;3,327;3,327;3,327;3,327
1101347;542;27958044;11794;"VALVULA ESFERA;SW 32MM";"VALVULA ESFERA;CONEXAO:SW 32MM;DADOS EXTRAS:MATERIAL:PVC;(VS);NORMA:NBR 5658/5626";UN;;7,139;7,139;7,139;7,139;7,139;7,139;7,139
1101348;543;27958060;11795;"VALVULA ESFERA;SW 40MM";"VALVULA ESFERA;CONEXAO:SW 40MM;DADOS EXTRAS:MATERIAL:PVC;(VS);NORMA:NBR 5658/5626";UN;;11,728;11,728;11,728;11,728;11,728;10,959;10,959
1101349;544;27958087;11796;"VALVULA ESFERA;SW 50MM";"VALVULA ESFERA;CONEXAO:SW 50MM;DADOS EXTRAS:MATERIAL:PVC;(VS);NORMA:NBR 5658/5626";UN;;14,115;14,115;14,115;14,115;14,115;13,74;13,74
1101350;545;27958109;11797;"VALVULA ESFERA;SW 60MM";"VALVULA ESFERA;CONEXAO:SW 60MM;DADOS EXTRAS:MATERIAL:PVC;(VS);NORMA:NBR 5658/5626";UN;;32,648;32,648;32,648;32,648;32,648;27,439;27,439
1101353;493;35488359;11846;"TE RED PVC RIG PRED;90GR;20MMX1/2BSP";"TE REDUCAO PVC RIGIDO PREDIAL;ANGULO:90GR;APLICACAO:AGUA FRIA;CONEXAO:SOLDAVEL/ROSCAVEL;DIAMETRO/ROSCA:20MMX1/2BSP;DADOS EXTRAS:NORMA:NBR 5648;C/ROSCA BOLSA CENTRAL";UN;;1,891;1,891;1,891;1,891;1,891;1,815;1,815
1101354;494;35488375;11848;"TE RED PVC RIG PRED;90GR;25MMX3/4BSP";"TE REDUCAO PVC RIGIDO PREDIAL;ANGULO:90GR;APLICACAO:AGUA FRIA;CONEXAO:SOLDAVEL/ROSCAVEL;DIAMETRO/ROSCA:25MMX3/4BSP;DADOS EXTRAS:NORMA:NBR 5648;C/ROSCA BOLSA CENTRAL";UN;;2,103;2,103;2,103;2,103;2,103;1,949;1,949
1101356;504;35288350;11842;"TE PVC RIG PRED;90GR;AG FR;ROSC;1/2NPT";"TE PVC RIGIDO PREDIAL;ANGULACAO:90GR;APLICACAO:AGUA FRIA;CONEXAO:ROSCAVEL;DIAMETRO/ROSCA:1/2NPT;DADOS EXTRAS:NORMAL:NBR 5648";UN;;5,57;5,57;5,57;5,57;5,57;5,337;5,337
1101358;454;22200208;11834;"TE PVC RIG PRED;90GR;AG FR;SOLD;20MM";"TE PVC RIGIDO PREDIAL;ANGULACAO:90GR;APLICACAO:AGUA FRIA;CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:20MM;DADOS EXTRAS:NORMA:ABNT NBR 5648,COR:MARROM;NORMA:NBR 5648";UN;;0,528;0,528;0,528;0,528;0,528;0,528;0,528
1101359;455;22200259;11835;"TE PVC RIG PRED;90GR;AG FR;SOLD;25MM";"TE PVC RIGIDO PREDIAL;ANGULACAO:90GR;APLICACAO:AGUA FRIA;CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:25MM;DADOS EXTRAS:EQUIVALENCIA MERCADO: 3/4POL;CONFORME NORMA: ABNT NBR 5648;COR:MARROM;CLASSE PRESSAO:7,50KGF/CM2;NORMA:NBR 5648";UN;;0,672;0,672;0,672;0,672;0,672;0,64;0,64
1101360;456;22200321;11836;"TE PVC RIG PRED;90GR;AG FR;SOLD;32MM";"TE PVC RIGIDO PREDIAL;ANGULACAO:90GR;APLICACAO:AGUA FRIA;CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:32MM;DADOS EXTRAS:EQUIVALENCIA MERCADO: 1POL;CONFORME NORMA: ABNT NBR 5648;COR: MARROM;NORMA:NBR 5648";UN;;2,456;2,456;2,456;2,456;2,456;2,357;2,357
1101361;457;22200402;11837;"TE PVC RIG PRED;90GR;AG FR;SOLD;40MM";"TE PVC RIGIDO PREDIAL;ANGULACAO:90GR;APLICACAO:AGUA FRIA;CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:40MM;DADOS EXTRAS:COR: MARROM.;NORMA:NBR 5648";UN;;5,673;5,673;5,673;5,673;5,673;5,447;5,447
1101362;458;22200500;11838;"TE PVC RIG PRED;90GR;AG FR;SOLD;50MM";"TE PVC RIGIDO PREDIAL;ANGULACAO:90GR;APLICACAO:AGUA FRIA;CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:50MM;DADOS EXTRAS:CONFORME NORMA: ABNT NBR 5648;COR:MARROM;NORMA:NBR 5648";UN;;5,325;5,325;5,325;5,325;5,325;5,303;5,303
1101363;459;22200607;11839;"TE PP;90GR;SOLD;60MM;7,5KGF/CM2";"TE POLIPROPILENO;ANGULO:90GR;CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:60MM;PRESSAO NOMINAL:7,5KGF/CM2;DADOS EXTRAS:CONFORME NORMA:ABNT NBR 5648;COR:MARROM;NORMA:NBR 5648";UN;;14,636;14,636;14,636;14,636;14,636;14,054;14,054
1101364;460;22200755;11840;"TE PVC RIG PRED;90GR;AG FR;SOLD;75MM";"TE PVC RIGIDO PREDIAL;ANGULACAO:90GR;APLICACAO:AGUA FRIA;CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:75MM;DADOS EXTRAS:CONFORME NORMA: ABNT NBR 5648;COR: MARROM;NORMA:NBR 5648";UN;;44,716;44,716;44,716;44,716;44,716;44,716;44,716
1101365;461;22200852;11841;"TE PVC RIG PRED;90GR;AG FR;SOLD;85MM";"TE PVC RIGIDO PREDIAL;ANGULACAO:90GR;APLICACAO:AGUA FRIA;CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:85MM;DADOS EXTRAS:CONFORME NORMA:ABNT NBR 5648;COR:MARROM;CLASSE PRESSAO:7,50KGF/CM2;NORMA:NBR 5648";UN;;83,058;83,058;83,058;83,058;83,058;69,442;69,442
1101366;462;22201034;10014;"TE PVC RIG PRED;90GR;AG FR;SOLD;110MM";"TE PVC RIGIDO PREDIAL;ANGULACAO:90GR;APLICACAO:AGUA FRIA;CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:110MM;DADOS EXTRAS:CONFORME NORMA: ABNT NBR 5648;COR:MARROM;NORMA:NBR 5648";UN;;110,063;110,063;110,063;110,063;110,063;110,063;110,063
1101371;463;22216660;11821;"TE RED PVC RIG PRED;90GR;AG FR;25X20MM";"TE REDUCAO PVC RIGIDO PREDIAL;ANGULO:90GR;APLICACAO:AGUA FRIA;CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:25X20MM;DADOS EXTRAS:COR: MARROM;NORMA:NBR 5648";UN;;2,031;2,031;2,031;2,031;2,031;1,952;1,952
1101372;464;22216767;11822;"TE RED PVC RIG PRED;90GR;AG FR;32X25MM";"TE REDUCAO PVC RIGIDO PREDIAL;ANGULO:90GR;APLICACAO:AGUA FRIA;CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:32X25MM;DADOS EXTRAS:COR: MARROM;NORMA:NBR 5648";UN;;5,145;5,145;5,145;5,145;5,145;4,442;4,442
1101373;465;22216821;11823;"TE RED PVC RIG PRED;90GR;AG FR;40X25MM";"TE REDUCAO PVC RIGIDO PREDIAL;ANGULO:90GR;APLICACAO:AGUA FRIA;CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:40X25MM;DADOS EXTRAS:COR: MARROM;NORMA:NBR 5648";UN;;6,166;6,166;6,166;6,166;6,166;5,919;5,919
1101374;466;22216830;11824;"TE RED PVC RIG PRED;90GR;AG FR;40X32MM";"TE REDUCAO PVC RIGIDO PREDIAL;ANGULO:90GR;APLICACAO:AGUA FRIA;CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:40X32MM;DADOS EXTRAS:COR: MARROM;NORMA:NBR 5648";UN;;7,613;7,613;7,613;7,613;7,613;7,155;7,155
1101376;468;22216902;11825;"TE RED PVC RIG PRED;90GR;AG FR;50X25MM";"TE REDUCAO PVC RIGIDO PREDIAL;ANGULO:90GR;APLICACAO:AGUA FRIA;CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:50X25MM;DADOS EXTRAS:COR: MARROM;NORMA:NBR 5648";UN;;5,173;5,173;5,173;5,173;5,173;5,355;5,355
1101377;469;22216910;11826;"TE RED PVC RIG PRED;90GR;AG FR;50X32MM";"TE REDUCAO PVC RIGIDO PREDIAL;ANGULO:90GR;APLICACAO:AGUA FRIA;CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:50X32MM;DADOS EXTRAS:COR:MARROM;NORMA:NBR 5648";UN;;8,269;8,269;8,269;8,269;8,269;7,94;7,94
1101378;470;22216929;11827;"TE RED PVC RIG PRED;90GR;AG FR;50X40MM";"TE REDUCAO PVC RIGIDO PREDIAL;ANGULO:90GR;APLICACAO:AGUA FRIA;CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:50X40MM;DADOS EXTRAS:COR: MARROM;NORMA:NBR 5648";UN;;13,25;13,25;13,25;13,25;13,25;11,436;11,436
1101379;472;22217267;17850;"TE RED PVC RIG PRED;90GR;AG FR;75X50MM";"TE REDUCAO PVC RIGIDO PREDIAL;ANGULO:90GR;APLICACAO:AGUA FRIA;CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:75X50MM;DADOS EXTRAS:COR: MARROM;NORMA:NBR 5648";UN;;52,671;52,671;52,671;52,671;52,671;52,671;52,671
1101380;870;22217372;17852;"TE RED PVC RIG PRED;90GR;AG FR;85X60MM";"TE REDUCAO PVC RIGIDO PREDIAL;ANGULO:90GR;APLICACAO:AGUA FRIA;CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:85X60MM;DADOS EXTRAS:COR MARROM;NORMA:NBR 5648";UN;;91,67;91,67;91,67;91,67;91,67;91,67;91,67
1101381;872;22217526;17854;"TE RED PVC RIG PRED;90GR;AG FR;110X60MM";"TE REDUCAO PVC RIGIDO PREDIAL;ANGULO:90GR;APLICACAO:AGUA FRIA;CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:110X60MM;DADOS EXTRAS:COR:MARROM;NORMA:NBR 5648";UN;;204,371;204,371;204,371;204,371;204,371;172,271;172,271
1101382;23;10120209;10457;"TUBO PVC RIG PRED;AG FR;SOLD;20MM;6000MM";"TUBO PVC RIGIDO PREDIAL;APLICACAO:AGUA FRIA;CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:20MM;COMPRIMENTO:6000MM;DADOS EXTRAS:COR:MARROM;NORMA:NBR 5648";UN;;10,312;10,312;10,312;10,312;10,312;11,136;11,136
1101383;24;10120250;10458;"TUBO PVC RIG PRED;AG FR;SOLD;25MM;6000MM";"TUBO PVC RIGIDO PREDIAL;APLICACAO:AGUA FRIA;CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:25MM;COMPRIMENTO:6000MM;DADOS EXTRAS:COR:MARROM;NORMA:NBR 5648";UN;;13,596;13,596;13,596;13,596;13,596;13,602;13,602
1101384;25;10120322;10459;"TUBO PVC RIG PRED;AG FR;SOLD;32MM;6000MM";"TUBO PVC RIGIDO PREDIAL;APLICACAO:AGUA FRIA;CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:32MM;COMPRIMENTO:6000MM;DADOS EXTRAS:NORMA:NBR 5648";UN;;31,344;31,344;31,344;31,344;31,344;31,344;31,344
1101385;26;10120403;10460;"TUBO PVC RIG PRED;AG FR;SOLD;40MM;6000MM";"TUBO PVC RIGIDO PREDIAL;APLICACAO:AGUA FRIA;CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:40MM;COMPRIMENTO:6000MM;DADOS EXTRAS:NORMA:NBR 5648";UN;;55,407;55,407;55,407;55,407;55,407;56,682;56,682
1101386;27;10120500;10461;"TUBO PVC RIG PRED;AG FR;SOLD;50MM;6000MM";"TUBO PVC RIGIDO PREDIAL;APLICACAO:AGUA FRIA;CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:50MM;COMPRIMENTO:6000MM;DADOS EXTRAS:NORMA:NBR 5648";UN;;51,655;51,655;51,655;51,655;51,655;50,555;50,555
